txn_date,biller_id,txn_value,txn_amount
2024-10-02,B018,5032,8007582
2024-10-02,B019,15906,27425643
2024-10-02,B020,13925,27558223
2024-10-02,B021,8765,10071532
2024-10-02,B022,5899,12274474
2024-10-02,B023,10456,12882679
2024-10-02,B024,8009,21937921
2024-10-02,B025,13524,17783891
2024-10-02,B026,6391,11098476
2024-10-02,B027,16137,29970738
2024-10-02,B028,3832,4132817
2024-10-02,B029,11645,20081809
2024-10-02,B030,14711,14593960
2024-10-02,B031,8647,5959286
2024-10-02,B032,4140,4750546
2024-10-02,B033,14784,22948117
2024-10-02,B034,10114,14440842
2024-10-02,B035,12597,24977841
2024-10-02,B036,6656,8158727
2024-10-02,B037,11415,12033030
2024-10-02,B038,4733,7314150
2024-10-02,B039,2268,3592520
2024-10-02,B040,5695,7704626
2024-10-02,B041,5866,11252491
2024-10-02,B042,8243,18271970
2024-10-02,B043,7527,8556022
2024-10-02,B044,9258,12958821
2024-10-02,B045,10911,8850546
2024-10-02,B046,10206,22948965
2024-10-02,B047,6372,13556293
2024-10-02,B048,5625,12944068
2024-10-02,B049,11658,17467558
2024-10-02,B050,12355,25948691
2024-10-02,B051,18161,30421000
2024-10-02,B052,9246,23194101
2024-10-02,B053,10587,14644367
2024-10-02,B054,8522,9029962
2024-10-02,B055,3896,3150800
2024-10-02,B056,8881,19227775
2024-10-02,B057,5124,9043675
2024-10-02,B058,5275,5349985
2024-10-02,B059,5552,15122881
2024-10-02,B060,8183,15370679
2024-10-02,B061,18738,16558867
2024-10-02,B062,12913,23571261
2024-10-02,B063,6420,5448695
2024-10-02,B064,12609,18303169
2024-10-02,B065,11252,27388658
2024-10-02,B066,10556,14769147
2024-10-02,B067,12732,16658776
2024-10-02,B068,4185,7358925
2024-10-02,B069,8220,13229002
2024-10-02,B070,9305,15024636
2024-10-02,B071,12291,7610607
2024-10-02,B072,7816,13663504
2024-10-02,B073,3183,4511702
2024-10-02,B074,6096,11067332
2024-10-02,B075,5887,7556305
2024-10-02,B076,9027,12433922
2024-10-02,B077,5189,7226743
2024-10-02,B078,7329,6408132
2024-10-02,B079,4655,7176671
2024-10-02,B080,3645,12793790
2024-10-02,B081,10397,23292655
2024-10-02,B082,7776,6933400
2024-10-02,B083,7156,11760151
2024-10-02,B084,5331,8248902
2024-10-02,B085,8395,11632854
2024-10-02,B086,12384,14794250
2024-10-02,B087,6587,15713986
2024-10-02,B088,3450,3201160
2024-10-02,B089,13228,15759529
2024-10-02,B090,13451,19937468
2024-10-02,B091,13239,13337017
2024-10-02,B092,13531,14365771
2024-10-02,B093,3407,3428008
2024-10-02,B094,9689,11902669
2024-10-02,B095,4134,5208817
2024-10-02,B096,6711,13585707
2024-10-02,B097,4735,6617063
2024-10-02,B098,8819,17041180
2024-10-02,B099,6279,11579367
2024-10-02,B100,9913,23067172
2024-10-03,B001,7543,8850650
2024-10-03,B002,8400,15158450
2024-10-03,B003,16059,17090849
2024-10-03,B004,7292,23277653
2024-10-03,B005,7813,13301950
2024-10-03,B006,10781,22665622
2024-10-03,B007,5067,8220301
2024-10-03,B008,6654,9609293
2024-10-03,B009,5213,6963742
2024-10-03,B010,7272,9870152
2024-10-03,B011,5737,3064150
2024-10-03,B012,13506,27062148
2024-10-03,B013,9365,11671042
2024-10-03,B014,5541,8304974
2024-10-03,B015,13796,19043923
2024-10-03,B016,5208,7482393
2024-10-03,B017,7848,12725860
2024-10-03,B018,3934,5713157
2024-10-03,B019,15494,28570385
2024-10-03,B020,16120,32491608
2024-10-03,B021,7779,9648418
2024-10-03,B022,4693,9406803
2024-10-03,B023,12315,15265390
2024-10-03,B024,12010,35877944
2024-10-03,B025,16402,21147587
2024-10-03,B026,5758,9578123
2024-10-03,B027,15048,28857788
2024-10-03,B028,4857,5980637
2024-10-03,B029,11065,18845091
2024-10-03,B030,10677,9581947
2024-10-03,B031,10126,7382288
2024-10-03,B032,3461,3183858
2024-10-03,B033,14928,24346073
2024-10-03,B034,9563,12940000
2024-10-03,B035,13834,28007607
2024-10-03,B036,8115,10305676
2024-10-03,B037,9681,9218949
2024-10-03,B038,4043,6956350
2024-10-03,B039,3149,4675352
2024-10-03,B040,4959,7019025
2024-10-03,B041,7864,17365243
2024-10-03,B042,8108,16736166
2024-10-03,B043,7615,8267118
2024-10-03,B044,10464,12451507
2024-10-03,B045,10999,10037617
2024-10-03,B046,12161,25707711
2024-10-03,B047,4225,9560330
2024-10-03,B048,4764,10922194
2024-10-03,B049,13951,19059767
2024-10-03,B050,12451,26327415
2024-10-03,B051,16132,24927644
2024-10-03,B052,8398,22137586
2024-10-03,B053,10616,14982453
2024-10-03,B054,10859,11709445
2024-10-03,B055,3470,3191508
2024-10-03,B056,7960,17777335
2024-10-03,B057,4675,7842784
2024-10-03,B058,6481,6408038
2024-10-03,B059,7542,17310198
2024-10-03,B060,6136,11517934
2024-10-03,B061,11377,10316594
2024-10-03,B062,14872,30100529
2024-10-03,B063,5565,5099588
2024-10-03,B064,14124,18258213
2024-10-03,B065,12458,30099070
2024-10-03,B066,9217,14133657
2024-10-03,B067,14300,19626055
2024-10-03,B068,3851,6540653
2024-10-03,B069,9921,16399033
2024-10-03,B070,11316,17618541
2024-10-03,B071,11275,6600955
2024-10-03,B072,7572,12215328
2024-10-03,B073,3792,5443745
2024-10-03,B074,5605,9196983
2024-10-03,B075,5683,6442936
2024-10-03,B076,7184,11140782
2024-10-03,B077,3492,4991694
2024-10-03,B078,12309,9377674
2024-10-03,B079,5162,7349253
2024-10-03,B080,4575,14488621
2024-10-03,B081,8228,18510526
2024-10-03,B082,9451,8591462
2024-10-03,B083,7760,13992465
2024-10-03,B084,11294,17465264
2024-10-03,B085,7190,9796390
2024-10-03,B086,9647,11426353
2024-10-03,B087,5583,14060771
2024-10-03,B088,4159,3956433
2024-10-03,B089,9412,10646509
2024-10-03,B090,14668,24377016
2024-10-03,B091,12286,13362236
2024-10-03,B092,12678,16226842
2024-10-03,B093,3870,3485954
2024-10-03,B094,11905,14203622
2024-10-03,B095,3913,5006567
2024-10-03,B096,3652,7719769
2024-10-03,B097,5817,7931507
2024-10-03,B098,10529,17881859
2024-10-03,B099,7066,12355577
2024-10-03,B100,11279,23607854
2024-10-04,B001,11766,13451602
2024-10-04,B002,8594,14930974
2024-10-04,B003,11730,12140649
2024-10-04,B004,7385,23725480
2024-10-04,B005,9250,15042338
2024-10-04,B006,15410,32844887
2024-10-04,B007,3770,5698820
2024-10-04,B008,11230,16354522
2024-10-04,B009,4774,6371787
2024-10-04,B010,5835,7861396
2024-10-04,B011,5377,3195766
2024-10-04,B012,14205,29893797
2024-10-04,B013,14467,18572157
2024-10-04,B014,7199,10913919
2024-10-04,B015,11906,16874419
2024-10-04,B016,4861,6865139
2024-10-04,B017,9028,14329619
2024-10-04,B018,5073,7437601
2024-10-04,B019,17673,30551939
2024-10-04,B020,13752,28829022
2024-10-04,B021,6955,8667497
2024-10-04,B022,4971,11052184
2024-10-04,B023,10130,12392552
2024-10-04,B024,14127,36612460
2024-10-04,B025,13027,18074300
2024-10-04,B026,7300,12664965
2024-10-04,B027,11010,20723398
2024-10-04,B028,4674,5491875
2024-10-04,B029,18209,29537538
2024-10-04,B030,12307,9927264
2024-10-04,B031,11797,8385170
2024-10-04,B032,3137,2978232
2024-10-04,B033,13263,19863466
2024-10-04,B034,9890,12813914
2024-10-04,B035,9732,18132451
2024-10-04,B036,5858,6839091
2024-10-04,B037,8224,8588208
2024-10-04,B038,5183,7812647
2024-10-04,B039,4332,6187297
2024-10-04,B040,6202,9133230
2024-10-04,B041,4572,9874513
2024-10-04,B042,8612,17359952
2024-10-04,B043,7463,8085381
2024-10-04,B044,9017,12036109
2024-10-04,B045,11292,9404943
2024-10-04,B046,12006,27850379
2024-10-04,B047,6022,13546629
2024-10-04,B048,5381,11992104
2024-10-04,B049,19848,30392337
2024-10-04,B050,10195,21906868
2024-10-04,B051,13783,24147036
2024-10-04,B052,11254,30485928
2024-10-04,B053,11049,15805236
2024-10-04,B054,8411,8432811
2024-10-04,B055,4594,3994636
2024-10-04,B056,8275,17870693
2024-10-04,B057,5515,8693839
2024-10-04,B058,2347,2349673
2024-10-04,B059,7739,20837849
2024-10-04,B060,11220,21183327
2024-10-04,B061,10940,10047423
2024-10-04,B062,15503,32268166
2024-10-04,B063,6814,6211864
2024-10-04,B064,13985,20055029
2024-10-04,B065,14874,37607756
2024-10-04,B066,10386,17834967
2024-10-04,B067,13737,19277475
2024-10-04,B068,4270,7212690
2024-10-04,B069,9203,15690936
2024-10-04,B070,11746,19691165
2024-10-04,B071,12073,7151312
2024-10-04,B072,7955,12463554
2024-10-04,B073,3860,5496821
2024-10-04,B074,5253,8463669
2024-10-04,B075,8104,9742418
2024-10-04,B076,10467,14616543
2024-10-04,B077,4869,7273632
2024-10-04,B078,12751,9880312
2024-10-04,B079,4996,7809985
2024-10-04,B080,3934,13692056
2024-10-04,B081,11084,25857933
2024-10-04,B082,6310,6022220
2024-10-04,B083,7963,13539049
2024-10-04,B084,9455,13774013
2024-10-04,B085,8164,10204875
2024-10-04,B086,13935,17309345
2024-10-04,B087,5779,13875709
2024-10-04,B088,2738,2492081
2024-10-04,B089,11666,13492110
2024-10-04,B090,14475,23766358
2024-10-04,B091,14681,14676881
2024-10-04,B092,13401,17009341
2024-10-04,B093,3135,3469367
2024-10-04,B094,14965,17496339
2024-10-04,B095,4677,5620594
2024-10-04,B096,5026,10939042
2024-10-04,B097,5810,8146076
2024-10-04,B098,10951,20356493
2024-10-04,B099,5883,10325898
2024-10-04,B100,12915,27760218
2024-10-05,B001,10430,13296393
2024-10-05,B002,6679,12193073
2024-10-05,B003,16880,17058278
2024-10-05,B004,5964,18883632
2024-10-05,B005,8607,13695944
2024-10-05,B006,8564,18007381
2024-10-05,B007,3956,6097781
2024-10-05,B008,7195,10494638
2024-10-05,B009,4670,6252716
2024-10-05,B010,6879,8755331
2024-10-05,B011,5908,3429335
2024-10-05,B012,15193,30994924
2024-10-05,B013,13450,15832659
2024-10-05,B014,5764,8496394
2024-10-05,B015,11517,15370625
2024-10-05,B016,5479,7603918
2024-10-05,B017,9896,15585291
2024-10-05,B018,4640,7488628
2024-10-05,B019,11877,20653897
2024-10-05,B020,12836,25655661
2024-10-05,B021,7759,9087951
2024-10-05,B022,5488,10859472
2024-10-05,B023,10954,13725593
2024-10-05,B024,11146,31260107
2024-10-05,B025,13600,17217544
2024-10-05,B026,7433,12943326
2024-10-05,B027,13226,25010453
2024-10-05,B028,3488,4311366
2024-10-05,B029,14160,24911996
2024-10-05,B030,11699,11485188
2024-10-05,B031,9944,7718262
2024-10-05,B032,3585,3769851
2024-10-05,B033,11671,16367112
2024-10-05,B034,10239,14602786
2024-10-05,B035,14982,29319903
2024-10-05,B036,6421,8278515
2024-10-05,B037,7365,7647158
2024-10-05,B038,4447,7065820
2024-10-05,B039,3387,4975967
2024-10-05,B040,5444,7739644
2024-10-05,B041,3897,8007625
2024-10-05,B042,6468,14785829
2024-10-05,B043,6134,7469918
2024-10-05,B044,6655,8701999
2024-10-05,B045,12122,10821742
2024-10-05,B046,10480,21651367
2024-10-05,B047,6251,14888394
2024-10-05,B048,5772,12875493
2024-10-05,B049,13911,20050613
2024-10-05,B050,7941,16881469
2024-10-05,B051,12878,23086113
2024-10-05,B052,6259,16272714
2024-10-05,B053,9473,13695387
2024-10-05,B054,10894,11604354
2024-10-05,B055,4114,3521847
2024-10-05,B056,9992,20823374
2024-10-05,B057,3464,5687970
2024-10-05,B058,3047,3229769
2024-10-05,B059,5699,16016744
2024-10-05,B060,9294,17305082
2024-10-05,B061,11475,10568705
2024-10-05,B062,15260,33196690
2024-10-05,B063,6394,5683064
2024-10-05,B064,12576,18542665
2024-10-05,B065,11945,29510259
2024-10-05,B066,7762,12039764
2024-10-05,B067,13869,18352661
2024-10-05,B068,4010,6702336
2024-10-05,B069,9023,15349087
2024-10-05,B070,9117,14990846
2024-10-05,B071,11542,6990280
2024-10-05,B072,6282,11211673
2024-10-05,B073,2383,3874541
2024-10-05,B074,3712,6543175
2024-10-05,B075,5146,6318184
2024-10-05,B076,9484,13075354
2024-10-05,B077,4733,6995728
2024-10-05,B078,10568,8420139
2024-10-05,B079,4384,7388851
2024-10-05,B080,4190,15113139
2024-10-05,B081,9892,22954554
2024-10-05,B082,8069,7511536
2024-10-05,B083,6510,11365881
2024-10-05,B084,6783,10975907
2024-10-05,B085,6662,9408314
2024-10-05,B086,13073,15212187
2024-10-05,B087,7378,19380105
2024-10-05,B088,3294,3078804
2024-10-05,B089,7188,7552229
2024-10-05,B090,12970,20555249
2024-10-05,B091,15228,16662969
2024-10-05,B092,14723,17877012
2024-10-05,B093,3539,3430282
2024-10-05,B094,9645,10457690
2024-10-05,B095,4108,5504180
2024-10-05,B096,3450,7480737
2024-10-05,B097,3708,5130672
2024-10-05,B098,9444,16965178
2024-10-05,B099,5952,11379175
2024-10-05,B100,7000,14025662
2024-10-06,B001,9325,12186878
2024-10-06,B002,6870,12329978
2024-10-06,B003,11131,10137394
2024-10-06,B004,8132,23458159
2024-10-06,B005,10417,17853229
2024-10-06,B006,11229,24680475
2024-10-06,B007,4057,6380615
2024-10-06,B008,8700,12682658
2024-10-06,B009,4865,5910038
2024-10-06,B010,5912,7163352
2024-10-06,B011,6583,3835135
2024-10-06,B012,7488,15975302
2024-10-06,B013,13556,17532987
2024-10-06,B014,4704,6234490
2024-10-06,B015,10730,14623798
2024-10-06,B016,4619,6722560
2024-10-06,B017,8801,14030674
2024-10-06,B018,4173,5894249
2024-10-06,B019,15670,27096451
2024-10-06,B020,11572,23303289
2024-10-06,B021,8088,9901581
2024-10-06,B022,5965,12704988
2024-10-06,B023,8652,10724377
2024-10-06,B024,12258,32882029
2024-10-06,B025,14507,18841786
2024-10-06,B026,5308,9421630
2024-10-06,B027,13158,23218846
2024-10-06,B028,4055,4620184
2024-10-06,B029,16787,27026782
2024-10-06,B030,11833,10472739
2024-10-06,B031,11848,7778146
2024-10-06,B032,3878,3888344
2024-10-06,B033,12386,18246597
2024-10-06,B034,10507,15335404
2024-10-06,B035,7559,15063851
2024-10-06,B036,8622,9810014
2024-10-06,B037,8794,8879429
2024-10-06,B038,4839,7314384
2024-10-06,B039,2164,2891111
2024-10-06,B040,5187,7455842
2024-10-06,B041,5358,11221540
2024-10-06,B042,6054,12934656
2024-10-06,B043,4930,5316766
2024-10-06,B044,7616,10150939
2024-10-06,B045,9085,8051897
2024-10-06,B046,8336,19018131
2024-10-06,B047,5668,13065487
2024-10-06,B048,5516,14090417
2024-10-06,B049,10358,14215935
2024-10-06,B050,11041,25821167
2024-10-06,B051,12006,22201856
2024-10-06,B052,9048,22458839
2024-10-06,B053,9243,13566865
2024-10-06,B054,8431,9056574
2024-10-06,B055,4302,3867176
2024-10-06,B056,9717,19718648
2024-10-06,B057,3938,6094343
2024-10-06,B058,4256,4628426
2024-10-06,B059,5681,15961165
2024-10-06,B060,7122,14413488
2024-10-06,B061,11451,10464888
2024-10-06,B062,13796,29106688
2024-10-06,B063,4301,3669139
2024-10-06,B064,10106,13825046
2024-10-06,B065,12011,30151416
2024-10-06,B066,6749,9903281
2024-10-06,B067,17263,22318814
2024-10-06,B068,4362,7700555
2024-10-06,B069,9130,15189363
2024-10-06,B070,8927,15011979
2024-10-06,B071,10006,6271506
2024-10-06,B072,6591,11491879
2024-10-06,B073,3046,4267193
2024-10-06,B074,3325,5643724
2024-10-06,B075,4791,6072886
2024-10-06,B076,8692,12492037
2024-10-06,B077,3731,5615211
2024-10-06,B078,12673,10423798
2024-10-06,B079,3765,5920575
2024-10-06,B080,2154,7676158
2024-10-06,B081,9487,20852094
2024-10-06,B082,7990,7294233
2024-10-06,B083,5366,8772525
2024-10-06,B084,4354,6609672
2024-10-06,B085,7441,9944152
2024-10-06,B086,11634,12831533
2024-10-06,B087,5686,14226339
2024-10-06,B088,2580,2361906
2024-10-06,B089,8342,9005029
2024-10-06,B090,10035,14916679
2024-10-06,B091,13608,13978709
2024-10-06,B092,11715,13887845
2024-10-06,B093,2535,2708533
2024-10-06,B094,12152,15998582
2024-10-06,B095,3785,4656909
2024-10-06,B096,4178,9653945
2024-10-06,B097,4027,5408321
2024-10-06,B098,10305,18879685
2024-10-06,B099,5485,10110521
2024-10-06,B100,9963,20488201
2024-10-07,B001,9667,11951313
2024-10-07,B002,9251,15958023
2024-10-07,B003,15208,14161087
2024-10-07,B004,6319,20026540
2024-10-07,B005,6056,11047875
2024-10-07,B006,9296,19820628
2024-10-07,B007,5506,8126586
2024-10-07,B008,6513,9033465
2024-10-07,B009,4720,5334761
2024-10-07,B010,7878,10143521
2024-10-07,B011,7479,4243971
2024-10-07,B012,8868,18174109
2024-10-07,B013,12111,15775862
2024-10-07,B014,6963,10632451
2024-10-07,B015,12672,18105055
2024-10-07,B016,5428,7752899
2024-10-07,B017,6290,9948464
2024-10-07,B018,4588,7384478
2024-10-07,B019,13900,24235049
2024-10-07,B020,14580,28601922
2024-10-07,B021,7383,9558925
2024-10-07,B022,4786,9337712
2024-10-07,B023,11066,14225302
2024-10-07,B024,11812,33143101
2024-10-07,B025,14331,18228680
2024-10-07,B026,5431,9699516
2024-10-07,B027,14344,27950494
2024-10-07,B028,3266,3732314
2024-10-07,B029,15271,24461107
2024-10-07,B030,13914,13600337
2024-10-07,B031,9009,6316719
2024-10-07,B032,4867,5521908
2024-10-07,B033,16160,23969137
2024-10-07,B034,8600,11818216
2024-10-07,B035,11828,23015218
2024-10-07,B036,7158,8323951
2024-10-07,B037,6899,6288226
2024-10-07,B038,5502,8714469
2024-10-07,B039,2842,4128952
2024-10-07,B040,5186,7006304
2024-10-07,B041,4550,10237740
2024-10-07,B042,9298,19578261
2024-10-07,B043,7385,7922105
2024-10-07,B044,10967,14659737
2024-10-07,B045,12910,11842301
2024-10-07,B046,8623,19484294
2024-10-07,B047,5721,13136354
2024-10-07,B048,5650,12994688
2024-10-07,B049,15667,23577764
2024-10-07,B050,11161,22012301
2024-10-07,B051,14912,26302431
2024-10-07,B052,13330,36095594
2024-10-07,B053,8626,12323068
2024-10-07,B054,13808,15233080
2024-10-07,B055,4053,3866647
2024-10-07,B056,8177,18088670
2024-10-07,B057,4578,7613503
2024-10-07,B058,5259,5249443
2024-10-07,B059,7448,19299237
2024-10-07,B060,9264,17241333
2024-10-07,B061,15309,14736046
2024-10-07,B062,13152,25466092
2024-10-07,B063,5930,5679467
2024-10-07,B064,9825,12850651
2024-10-07,B065,12276,28542119
2024-10-07,B066,7539,10766023
2024-10-07,B067,15775,21984135
2024-10-07,B068,3209,6068350
2024-10-07,B069,12241,19601967
2024-10-07,B070,12368,19744572
2024-10-07,B071,12224,6936993
2024-10-07,B072,8989,14991547
2024-10-07,B073,3732,5108762
2024-10-07,B074,5750,10872381
2024-10-07,B075,7846,9778873
2024-10-07,B076,8687,12891730
2024-10-07,B077,4286,6806537
2024-10-07,B078,12001,9696127
2024-10-07,B079,5295,8388333
2024-10-07,B080,2251,8316489
2024-10-07,B081,10441,23077259
2024-10-07,B082,7206,6516428
2024-10-07,B083,8760,13789161
2024-10-07,B084,8778,13511762
2024-10-07,B085,10146,13359040
2024-10-07,B086,11331,13528354
2024-10-07,B087,8661,20904098
2024-10-07,B088,3772,3128444
2024-10-07,B089,8221,9218522
2024-10-07,B090,9303,13493349
2024-10-07,B091,13319,14670162
2024-10-07,B092,9293,11530563
2024-10-07,B093,4226,4276191
2024-10-07,B094,11866,14299523
2024-10-07,B095,4842,6438860
2024-10-07,B096,3945,8663455
2024-10-07,B097,4992,6986543
2024-10-07,B098,5519,10191309
2024-10-07,B099,6112,11274906
2024-10-07,B100,11712,22962938
2024-10-08,B001,10879,13074011
2024-10-08,B002,8625,15589358
2024-10-08,B003,12772,12035241
2024-10-08,B004,7821,24550710
2024-10-08,B005,7497,11827089
2024-10-08,B006,10806,24896577
2024-10-08,B007,4315,6651234
2024-10-08,B008,10101,13518450
2024-10-08,B009,3996,4834929
2024-10-08,B010,7835,10028365
2024-10-08,B011,7058,4263372
2024-10-08,B012,11474,23278078
2024-10-08,B013,13903,16516915
2024-10-08,B014,4790,7091078
2024-10-08,B015,9734,14987453
2024-10-08,B016,6077,8757132
2024-10-08,B017,6729,10442306
2024-10-08,B018,4238,6110220
2024-10-08,B019,15761,26741649
2024-10-08,B020,16229,36915663
2024-10-08,B021,8021,9825944
2024-10-08,B022,5931,13517257
2024-10-08,B023,9917,11551136
2024-10-08,B024,10263,29353279
2024-10-08,B025,12823,18608357
2024-10-08,B026,7785,12629148
2024-10-08,B027,11745,21557288
2024-10-08,B028,4864,5717972
2024-10-08,B029,13230,22154787
2024-10-08,B030,11495,10906516
2024-10-08,B031,8823,6016808
2024-10-08,B032,4691,4695344
2024-10-08,B033,11381,16472164
2024-10-08,B034,9330,12917244
2024-10-08,B035,11436,22453114
2024-10-08,B036,7787,9319270
2024-10-08,B037,9448,9961184
2024-10-08,B038,4323,6795053
2024-10-08,B039,3541,5363376
2024-10-08,B040,6014,7959622
2024-10-08,B041,4131,8978358
2024-10-08,B042,9376,20816550
2024-10-08,B043,7730,8875824
2024-10-08,B044,10343,13789582
2024-10-08,B045,9309,8285127
2024-10-08,B046,11721,26682681
2024-10-08,B047,6136,13767059
2024-10-08,B048,5503,13018431
2024-10-08,B049,12820,18267872
2024-10-08,B050,11607,25678379
2024-10-08,B051,13467,21590999
2024-10-08,B052,8816,22884922
2024-10-08,B053,12409,17871192
2024-10-08,B054,11707,12528391
2024-10-08,B055,4017,3658978
2024-10-08,B056,10573,24478852
2024-10-08,B057,3909,6424248
2024-10-08,B058,4701,4854782
2024-10-08,B059,7921,21202949
2024-10-08,B060,7838,16153576
2024-10-08,B061,14379,13103643
2024-10-08,B062,18117,37792980
2024-10-08,B063,5434,4377217
2024-10-08,B064,12244,18059277
2024-10-08,B065,12993,27973042
2024-10-08,B066,7950,13310093
2024-10-08,B067,15681,20586776
2024-10-08,B068,3941,6803824
2024-10-08,B069,8804,13161593
2024-10-08,B070,11732,20493575
2024-10-08,B071,9190,5781162
2024-10-08,B072,6644,11936062
2024-10-08,B073,3684,5258094
2024-10-08,B074,4746,7876474
2024-10-08,B075,7434,8346719
2024-10-08,B076,9007,13171788
2024-10-08,B077,3963,6135635
2024-10-08,B078,12402,10880625
2024-10-08,B079,3290,5071851
2024-10-08,B080,4449,14763743
2024-10-08,B081,12376,29577327
2024-10-08,B082,6749,6401018
2024-10-08,B083,8506,14837767
2024-10-08,B084,7298,11000725
2024-10-08,B085,5903,7279365
2024-10-08,B086,12211,15182651
2024-10-08,B087,7669,18736097
2024-10-08,B088,3107,2718825
2024-10-08,B089,9788,11015055
2024-10-08,B090,11030,17634186
2024-10-08,B091,14889,16040628
2024-10-08,B092,14717,17629495
2024-10-08,B093,4021,4029408
2024-10-08,B094,13201,15091487
2024-10-08,B095,4305,5377206
2024-10-08,B096,3395,7364195
2024-10-08,B097,3676,5448282
2024-10-08,B098,11221,19986261
2024-10-08,B099,5731,10633649
2024-10-08,B100,12625,26471516
2024-10-09,B001,11401,13647806
2024-10-09,B002,8293,14550804
2024-10-09,B003,13317,13158604
2024-10-09,B004,7813,26242513
2024-10-09,B005,8919,15224494
2024-10-09,B006,12431,30127012
2024-10-09,B007,3413,5083478
2024-10-09,B008,12149,16930620
2024-10-09,B009,6155,7940439
2024-10-09,B010,9941,11963568
2024-10-09,B011,7555,4938911
2024-10-09,B012,9891,21501368
2024-10-09,B013,10496,13089759
2024-10-09,B014,5526,6999390
2024-10-09,B015,12941,17906104
2024-10-09,B016,7337,10709608
2024-10-09,B017,10290,16310974
2024-10-09,B018,4456,6542555
2024-10-09,B019,13445,20760599
2024-10-09,B020,13615,24504617
2024-10-09,B021,8962,10220149
